full_tweets,labels ,is_duplicate,location,quote_count,reply_count,retweet_count,favorite_count,language
"جدير بالذكر أنه يجري بالفعل استخدام لقاح كوفيد19 المنتج من قبل شركة موديرنا في العديد من الدول حول العالم حيث تمت الموافقة عليه واعتماده كلقاح آمن وفعال من قبل إدارة الغذاء والدواء الأمريكية، والاتحاد الأوروبي،والمملكة المتحدة،وإدارة الصيدلة والرقابة الدوائية بوزارة الصحة في قطر",1,TRUE,"الدوحة، قطر",0,0,0,0,ar
"واعتبر الدكتور الخال في تصريح صحفي بهذه المناسبة لقاح موديرنا مشابها جدا للقاح فايزر وبيونتيك، ولذلك فإنه لا ينبغي على أفراد الجمهور القلق بشأن أي اللقاحين سيتم إعطاؤه لهم",1,TRUE,Qatar,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,"Palestine, TX",0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح سبوتنيك اللقاح واجب,1,TRUE,unknown,0,0,0,0,ar
فيديوالدفاع ضمن إطار التوسع في تنفيذ الحملة الوطنية للتطعيم ضد فايروس كورونا covid19 جهزت وزارة الدفاع 16 مركز وعيادة موز,1,TRUE,unknown,1,7,113,125,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,2,3,ar
أكثر من نصف مليون وفاة بفايروس كورونا المستجد في الولاياتالمتحدة منذ بدء الجائحةعكاظ انتكوناولا تطبيقعكاظ ht,-1,FALSE,Jeddah,0,1,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,"Palestine, TX",0,0,0,0,ar
سمو محافظ المجمعة الأمير عبدالرحمن بن عبدالله بن فيصل يزور مركز اللقاحات كورونا كوفيد19 والمقام بالمدينة الجامعية بالمجمع,-1,FALSE,unknown,1,3,9,7,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,-1,FALSE,unknown,1,19,74,87,ar
هؤلاء هم من راح يطالبون بأسرع حل للحد من الوباء وانتشاره وتقليل الأضرار واللقاح أحد أهم الحلولوالfdaلما رخصت اللقاح تح,-1,FALSE,unknown,0,1,9,8,ar
عاجل  إصابة وزير العدل بفيروس كورونا لينضم إلى وزيري التجارة والمالية المصابين,-1,FALSE,unknown,0,0,0,0,ar
عندي نظرية عن كورونا والسلالة الجديدة ممكن تعيروني انتباهكم ما بطول,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلان                     لاتشيلواهم,1,TRUE,unknown,0,0,2,2,ar
عندما كان مساعد مدرب رازفان مدربا للهلال أثناء إصابة رازفان بفايروس كورونا ومكالمته له أثناء المباراة الحبيب يقول أعتقد,-1,FALSE,"الرياض, المملكة العربية السعودية",1,8,18,17,ar
في هـذا البوست راح احطلكم اكواد خصم جباره تخصم لكم لغايه 30٪ استغلو الفرصهعلي اكسبريس ae121ac257أديداس as399فوغاك,-1,FALSE,المملكة العربية السعودية,2,1,7,13,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
"كورونا تتسلل إلى الحكومةإصابة وزيرة التجارة والصناعة نيفين جامع بفيروس كورونا، وقد ظهرت الأعراض عليها منذ أسبوعين، وذ",-1,FALSE,unknown,1,1,6,22,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,"Palestine, TX",0,0,0,0,ar
ماشاء الله تبارك الله تطبيق توكلنا انجاز وطني نفخر به وبرنامج جدا مفيد للحد من انتشار الوباء و ساعد كثير من الناس ونأمل من الجميع التعاون للحد من انتشار كورونا ونشر الوعي والالتزام بالاحترازات وربي يحفظ الجميعتوكلنا17مليونمستخدم,-1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح فايزراللقاح واجب,1,FALSE,unknown,0,0,0,0,ar
شكله ماخذ لقاح كوفيد١٩ مغشوش,-1,FALSE,QATAR,0,0,0,0,ar
كورونا ولقاح فالنتين,-1,FALSE,unknown,0,0,1,0,ar
معلومات عن لقاح فايزراللقاحواجب,1,TRUE,unknown,0,0,11,4,ar
"أخذ اللقاح ضد فايروس كورونا المتوفر هو واجبٌ إنساني وأخلاقي ووطني لحماية انفسنا، ولإيقاف انتشار هذه الجائحةاللقاحواجب",2,FALSE,Lebanon,0,0,0,0,ar
عاجلتم ايقاف فايروس كورونا عنك وعن عائلتك بفضل الصلاة على محمد وال محمد,-1,FALSE,unknown,1,6,2,29,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,-1,TRUE,unknown,1,19,75,87,ar
"الحوثي هو كورونا اليمن ، و للقضاء على هذا الفيروس الخبيث ، يبدأ بتقييد ميليشيات الإخوان ومراقبة تحركاتهم كنوع من الإجراءات ا",-1,FALSE,المملكة العربية السعودية,4,22,62,183,ar
كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحة العربيةعاجل,-1,FALSE,unknown,0,2,4,11,ar
"توكلنا  تطبيق مريييح جداً سهّل على الناس حياتهم صاروا يعيشوا حياتهم طبيعي متبعين كل الاجراءات الاحترازية للتغلب على هذا الوباء ، شعب اكثر وعي يداً بيد لمجتمع بلا كورونا   توكلنا17مليونمستخدم",-1,TRUE,unknown,0,0,0,0,ar
عيد ميلاد واطلاق نار في فندق في غزير فما علاقة وديع الشيخ؟,-1,FALSE,unknown,0,0,0,0,ar
سمو الأمير جلوي بن عبدالعزيز بن مساعد بن جلوي أمير منطقة نجران  حفظه الله  يتلقى جرعه لقاح كورونا,-1,TRUE,"القصيم, المملكة العربية السعودية",1,4,10,27,ar
يعني ندخل فاحصين والنتيجه سلبيه وين الحاجه للحجر واساسا الاجازه كلها كم يوم يعني مايسد اول ٦ شهور من كورونا انحجزنا وماقدرنا,-1,FALSE,unknown,0,0,5,1,ar
اولا لعبنا اصعب نسخة اسيا من يوم ما طرحها الاتحاد الآسيوي لعبنا 9 مباريات ب 20 يوم تقريبا واللاعبين الجدد طبيعي ما يكونوا متناغمين مع بعض وكنا راجعين من كورونا وبالاول والاخير وصلنا النصف وذا شي حلو ب اذن واحد احد نجيبها هذي السنه,-1,FALSE,"جدة, المملكة العربية السعودية",0,0,0,0,ar
تم استدعاء فرقة بلاك ووتر لـ سيطرة على كورونا في الجمعيات التعاونية محمدبنسلمانفيكاسالسعوديهل,-1,FALSE,aljubail,0,2,83,13,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
"مركز التمويل الدولي في تقرير اقتصادي يتوقع تعافي اقتصاد المملكة في 2021 ونمو الناتج المحلي وزيادة تدفق الاستثمارات، مشي",-1,FALSE,unknown,0,0,48,73,ar
أوسيمين اليوم ضد أتلانتا فقد وعيه بعد سقوطه على رأسه وتم نقله للمستشفى فوراً  لاعب منحوس منذ قدومه الى ايطاليا ب ٧٠ مليون أول شي كسر في اليد مادري الكتف بعدين رجع وعلى طول كورونا والحين اصابة في الرأس,-1,FALSE,Abu Dhabi,0,0,0,0,ar
"الاسم المقصور والمنقوص والممدود ، درس لطالبات الصف الخامس من تقديم المعلمة سهام آل معيض مادة لغتي تعليمنجران وزارةالتعليم نجران نجرانالان مدارستوسمالإبداعنجران مركزتوسمالإبداعنجران  التعليمعنبعد نعودبحذر روضة ابتدائي توكلنا كورونا",-1,FALSE,unknown,0,0,0,0,ar
موضوع متشعب وسأبتعد عن الخوض فيه  والعالم كله الان البطالة فيه مرتفعة بسبب كورونا,-1,FALSE,unknown,0,0,0,0,ar
جانب من تجهيزات واستعدادات مركز الرعاية الصحية الاولية بمركز يبس لاستقبال المواطنين والمقيمين المسجلين في تطبيق صحتي لتلقي,-1,FALSE,unknown,0,0,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
"فى فترات سابقة كان شرط ، التغطية من الذهب ، ثم العملات الاجنبية والسندات ، حاليا ممكن تجاوز الغطاء مع مراعاة  عدم الوصول لمرحلة يترتفع فيها التضخم وتزداد اسعار السلع والخدمات وتقل قيمة العملة ، ودا ما حصلش فى مصر بفضل الله من بعد مرحلة التعويم حتى مع ازمة كورونا العالمية",-1,FALSE,مصر,0,0,0,0,ar
٤ سنين وعود كاذبة وصلاحيات استثنائية٩٠٠ الف وظيفةانماء طرابلسمشاريع وهمية للبنانيينواخيرا كذبة لقاحات كورونا الحريريم,-1,FALSE,"Ile-de-France, France",0,0,10,16,ar
الحريري اختصاصي وأمّن ٩٠٠ ألف وظيفة و٥٠٠ ألف جرعة لقاحليش النق؟الحريريمنافقالجمهورية,-1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح سبوتنيكاللقاحواجب,-1,FALSE,لبنان,0,0,4,5,ar
صوروصول 20000 ألف جرعة من لقاح سبوتنك الروسي المضاد لكورونا إلى قطاع غزة عبر معبر رفح البري,1,TRUE,Gaza Strip - Palesitne,0,0,0,0,ar
تلقيت والحمد لله الجرعة الأولى من لقاح كروناالموافقة خلال ٢٤ ساعة إلكترونيادخلت المركز فقابلني  خمسة موظفين مع طبيب وجهزوا أور,2,FALSE,"جدة, المملكة العربية السعودية",1,17,30,131,ar
ده برد ولا كورونا ده يابنتي ؟؟,-1,FALSE,"Cairo, Egypt",0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
"لقاح موديرنا  الآن في قطر  تبدأ مؤسسة الرعاية الصحية الأولية اعتبارا من يوم غد الإثنين تقديم لقاح كوفيد19 المنتج من قبل شركة موديرنا، في ثلاثة من المراكز الصحية التابعة للمؤسسة، وهي مراكز الوجبة ولعبيب والثمامة  الجسرةالإخبارية",1,FALSE,,0,0,0,0,ar
موظفونخارجالسلطنةضدقراراللجنه نناشد اللجنه العليا لاتحملوا أخطاء البعض بداخل السلطنة والقادمين من الدول الاخرى ويدفع الث,-1,FALSE,unknown,0,0,6,3,ar
كانت واقفة في طابور عيش ولا في ركبت مترو ولا ركبت ميكروباص رمسيس حسبنا الله ونعم الوكيل,-1,FALSE,unknown,0,0,0,0,ar
آنا ما ألبس جوتي صيني مو آخذ لقاح صيني,0,FALSE,أزقة التغريد وضواحيها,0,0,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
سمو محافظ المجمعة الأمير عبدالرحمن بن عبدالله بن فيصل يزور مركز اللقاحات كورونا كوفيد19 والمقام بالمدينة الجامعية بالمجمع,-1,TRUE,unknown,1,4,10,7,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح فايزراللقاحواجب,-1,TRUE,لبنان,0,0,3,4,ar
معلومات عن لقاح موديرنااللقاحواجب,-1,TRUE,unknown,0,0,0,0,ar
موظفونخارجالسلطنةضدقراراللجنة اللجنة العليا يجب وضع آلية أخرى لدخول العمانين العاملين بالخارج غير الحجر المؤسسي,-1,FALSE,unknown,0,0,10,4,ar
ليش الاندية الانجليزية ما تأثرت اقتصاديًا بجائحة كورونا مثلما برشلونة والريال,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
مؤسسة الرعاية الصحية الأولية تبدأ في استخدام لقاحات موديرنا في ثلاثة مراكز صحية الوجبة لعبيب الثمامةالدكتور عبدالل,1,FALSE,"Doha, Qatar",0,0,1,4,ar
فايزر ؟,-1,FALSE,Q8,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحة العربيةعاجل,-1,TRUE,unknown,0,2,5,14,ar
يجب أن يكون لقاح كوفيد19 شاملاً للجميعلنكن واضحين إن حماية البلدان الثرية وحدها لن يتيح عودة الحياة إلى طبيعتها و,2,FALSE,unknown,0,6,129,42,ar
محد عرف يستغل كورونا و فضاوه الناس صح غير مروى راتب,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح سينوفارماللقاحواجب,-1,TRUE,لبنان,0,0,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
مؤسسة الرعاية الصحية الأولية تبدأ في استخدام لقاحات موديرنا في ثلاثة مراكز صحية الوجبة لعبيب الثمامةالدكتور عبدالل,1,TRUE,"Doha, Qatar",0,0,2,4,ar
بطريقة يسودها الذل والهوان أستطاعوا الحصول على ألف لقاح ضد وباء كورونا كهدية من دولة خليجيةيكفي 500 شخص كجرعتينليتم بعدها,-1,FALSE,"Amsterdam, Nederland",0,8,24,81,ar
"توكلنا17مليونمستخدم تطبيق توكلنا ساهم بشكل كبير من الوقايه من مرض كورونا وسهل على تقليص الحالات بشكل ملحوظ وجميع الخدمات اللي يقدمها لمصلحتنا ولخدمتنا ، وصل عدد المستخدمين 17 مليون",-1,FALSE,unknown,0,0,0,0,ar
بريطانيا تلتزم بإعطاء لقاح كورونا لجميع البالغين بحلول نهاية يوليو,-1,FALSE,unknown,0,0,0,0,ar
"المدرب مينيكيني ضعيف جداً تكتيكياً ، اليوم عنده ٣ مهاجمين مصابين  راؤول مورو و نيمرمير و كاستلياني ولعبت المهاجم الرابع الوحيد ايتيان تاري ومتأخر ٣٠ تروح تطلع المهاجم الوحيد اللي عندك وتلعب محور هو من الموسم الماضي مو عاجبني لكن توقف الدوري مع كورونا غطى على سوءه",-1,FALSE,Curva Nord - Lazio Ultras,0,0,0,0,ar
"تبدأ مؤسسة الرعاية الصحية الأولية اعتباراً من يوم غد الإثنين تقديم لقاح كوفيد19 المنتج من قبل شركة موديرنا، في ثلاثة من المراكز الصحية التابعة للمؤسسة، وهي مراكز الوجبة ولعبيب والثمامةجريدةالراية اناملتزمبالكمامة قطر",1,TRUE,Qatar - Doha,0,0,0,0,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,-1,FALSE,unknown,1,19,76,87,ar
وزارة الدفاع تُجهز 16 مركزا لتطعيم منسوبيها ضد كورونا,1,FALSE,ksa,0,0,0,0,ar
"ونحن سعداء بتمكننا من إضافة لقاح موديرنا لبرنامج التطعيم لدينا والذي يوفر بالفعل لقاح كوفيد19 المنتج من قبل فايزر وبيونتيكواعتبر الخال في تصريح صحفي لقاح موديرنا مشابها جدا للقاح فايزر وبيونتيك، ولذلك فإنه لا ينبغي على أفراد الجمهور القلق بشأن أي اللقاحين سيتم إعطاؤه لهم",1,FALSE,Qatar - Doha,0,0,0,0,ar
بروكسيل المفوضية الأوروبية تعرب عن استعدادها لتمويل مصنع لإنتاج لقاحات كورونا في المغرب وستخصص تمويلا مهما لإحداث,1,FALSE,Germany,1,6,14,105,ar
"وأضاف وكما هو الحال مع لقاح فايزر وبيونتيك، فقد أظهرت الدراسات أن لقاح موديرنا فعال بنسبة تقارب الـ95 بالمئة في الوقاية من عدوى كوفيد19 المصحوبة بأعراض بعد تلقي جرعتين من اللقاح، وقد أثبتت الاختبارات المكثفة التي أجريت على لقاح موديرنا أنه آمن للأشخاص بعمر 18 عاما فما فوق",1,FALSE,Qatar - Doha,0,0,0,0,ar
"بدورها قالت الدكتورة مريم عبدالملك، مدير عام مؤسسة الرعاية الصحية الأولية إنه سيتم إبلاغ الأشخاص الذين حجزت لهم مواعيد للتطعيم في مراكز الوجبة، ولعبيب، والثمامة بنوع اللقاح الذي سيحصلون عليه لقاح موديرنا أم لقاح فايزر وبيونتيك، بينما ستتواصل عملية حجز المواعيد دون تغيير",-1,FALSE,Qatar - Doha,0,0,0,0,ar
حيث تقوم فرق مؤسسة الرعاية الصحية الأولية بالاتصال مباشرة بالأشخاص المستوفين لمعايير الحصول على اللقاح لحجز مواعيد لهم للتطعيموأضافت قائلة سوف نقوم مع توفر كميات إضافية من لقاح موديرنا لدينا خلال شهر مارس بزيادة عدد المراكز الصحية التي تقدم كلا النوعين من اللقاحات,-1,FALSE,Qatar - Doha,0,0,0,0,ar
"جدير بالذكر أنه يجري بالفعل استخدام لقاح كوفيد19 المنتج من موديرنا في العديد من الدول حول العالم حيث تمت الموافقة عليه واعتماده كلقاح آمن وفعال من قبل إدارة الغذاء والدواء الأمريكية، والاتحاد الأوروبي، والمملكة المتحدة، وإدارة الصيدلة والرقابة الدوائية بوزارة الصحة العامة في قطر",-1,FALSE,Qatar - Doha,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
احمدالفهيدنطالببالدراسهإلى متى ؟ جميع القطاعات تأثرت بـ مرض كورونا ولكن ميزانية الكليات العالمية واضحة من قبل الازمة هل يعقل ان نتفاجئ بليلة وضحاها توقف الدراسة   ولا يوجد اي تاريخ واضح للبدء ويكتفون فقط بـ  قريبًا  ضياع واستهتار بحق الطلاب والطالبات,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,1,3,3,ar
"أسامة الشاهين نلاحظ عدم استقرار القرار الحكومي في شأن التعاطي مع تداعيات كورونا ، ومن ذلك الإلزام بالحجر الفندقي ولذلك توجهت بأسئ",-1,FALSE,unknown,0,0,16,16,ar
معلومات عن لقاح سينوفارماللقاحواجب,-1,TRUE,لبنان,0,0,2,0,ar
العربية عاجل كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحة العربيةعاجل   عبر تطبيق نبض,-1,TRUE,unknown,0,0,0,0,ar
معلومات عن لقاح سينوفارماللقاحواجب,-1,TRUE,unknown,0,0,2,0,ar
اللقاحات انقذت البشرية من الاوبئة المدمرة واليوم لقاح فيروس كورونا سينقذ العالم من الهلاكاللقاحواجب,2,FALSE,لبنان,0,0,5,3,ar
الخرجنت  44002 مخالفة للإجراءات الاحترازية والتدابير الوقائية من كورونا,-1,FALSE,الخرج .. الدلم,0,0,0,0,ar
الحريري اختصاصي وأمّن ٩٠٠ ألف وظيفة و٥٠٠ ألف جرعة لقاحليش النق؟الحريريمنافقالجمهورية,-1,TRUE,unknown,0,0,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
معلومات عن لقاح موديرنااللقاحواجب,-1,TRUE,لبنان,0,0,1,0,ar
وكمامة مدرب الهلال قبل عقوبات كورونا  اذا كنت داري الله يرحم ذمتك,-1,FALSE,"الرياض, المملكة العربية السعودية",0,2,51,28,ar
الحريري اختصاصي وأمّن ٩٠٠ ألف وظيفة و٥٠٠ ألف جرعة لقاحليش النق؟الحريريمنافقالجمهورية,-1,TRUE,unknown,0,0,2,1,ar
فوائد أخذ لقاح كوفيد 19يمنعك من نقل فيروس كوفيد 19 للآخريناللقاحواجب,2,FALSE,لبنان,0,0,1,0,ar
كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحةالاماراتاليوم,-1,FALSE,United Arab Emirates,0,0,0,0,ar
"كورونا دمرت حياة البشر صحيا وماليا ،، الا المرتاحه استفادت من كل الجوانب",-1,FALSE,دولة الكويت,0,0,0,0,ar
معلومات عن لقاح سينوفارماللقاحواجب,-1,FALSE,unknown,0,0,3,0,ar
متى ينزعُ الناس كمامة كورونا فاوتشي يحدد تاريخاً صادماً,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
كورونا حول العالم الإصابات تتجاوز 111 مليونا,-1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
فايروس كورونا من العذاب الأدنى دون العذاب الأكبر لعلهم يرجعونjjjjالإمام ناصر محمد اليماني10  رجب  1441 هـ05  0,-1,FALSE,unknown,0,0,4,4,ar
نطالبتمديداعلانالنفط5الاخوه المسئولين في وزارة النفطوالسيد هاشم الهاشم الرئيس التنفيذي لمؤسسة البتروليجب تمديد الإعل,-1,FALSE,Kuwait,0,0,14,12,ar
اللقاحات انقذت البشرية من الاوبئة المدمرة واليوم لقاح فيروس كورونا سينقذ العالم من الهلاكاللقاحواجب,2,TRUE,unknown,0,0,6,3,ar
أخبارمصر الصحة تكشف سبب انخفاض اصابات فيروس كورونا فى الموجة الثانية,-1,FALSE,القاهرة,0,0,0,0,ar
حوسة قرارات كورونا الاخيرهتجعل المواطن في حيره واندهاشبانها تكون مطبقه على فئه دونالاخرى وكأن الوباء يفرق بين المرضى على اساس طبقي,-1,FALSE,unknown,0,0,0,0,ar
معلومات عن لقاح موديرنااللقاحواجب,-1,TRUE,unknown,0,0,2,0,ar
"في حال صار حظرنتمنى من فاشينيستات كورونا استيعاب شغلة بسيطة بصدر رحبالعمل التطوعي والطبي أساسه النية الخالصة، مو مدح",-1,FALSE,unknown,0,0,1,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,3,ar
الصحة النيابية تكشف آلية وصول لقاحات كورونا إلى العراق,-1,FALSE,"أربيل، إقليم كوردستان",0,0,0,0,ar
دعواتكم بالشفاء العاجل إن شاء الله  للزميل العزيز الفنان مشاريالبلام حيث تم نقلة للـ العنايةالمركزة لنقص الأوكسجين أثر إصابتهُ بـ كورونا كوروناالكويت كوروناالجديد كوروناالمتحور covid19,-1,FALSE,دولة الكويت,0,0,0,0,ar
مؤسسة الرعاية الصحية الأولية تبدأ في استخدام لقاحات موديرنا في ثلاثة مراكز صحية الوجبة لعبيب الثمامةالدكتور عبدالل,1,FALSE,Doha- Qatar,0,0,3,4,ar
فوائد أخذ لقاح كوفيد 19يمنعك من نقل فيروس كوفيد 19 للآخريناللقاحواجب,2,FALSE,unknown,0,0,2,0,ar
معلومات عن لقاح سينوفارماللقاحواجب,-1,TRUE,unknown,0,0,0,0,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الصح,-1,FALSE,لبنان,0,0,1,0,ar
عُمان تحذّر مواطنيها من السفر للخارج إلّا للضرورة القصوى خلال الفترة الحالية لظهور سلالات جديدة لفيروس كورونا كوفي,-1,FALSE,"Muscat, Oman",5,12,32,182,ar
تضامن مع كورونا كل واحد بسيارته و كلن رح يعملوا pcr بالسيارة دغري و على البيت,-1,FALSE,بلد المقاوم و البوصلة🇵🇸🇵🇸,0,0,0,0,ar
أنا لله فوق م كورونا لاعبه بالنفسيات يجونك هالاشكال حرفياً اكثر سنتين تقيس مدى تحملك,-1,FALSE,unknown,0,0,0,0,ar
ما هي فوائد أخذ لقاح كوفيد 19؟قد يفيد لقاح كوفيد 19 في تحقيق ما يلييقيك من الإصابة بكوفيد 19 أو من الإصابة بمرض خط,2,FALSE,لبنان,0,0,1,0,ar
كفرذبيان  ١٩٧١ المصدر صفحة old beirut lebanon على فايسبوك,-1,FALSE,North America,1,4,17,150,ar
الولاياتالمتحدة تسجل 71214 إصابة مؤكدة و2104 حالات وفاة بفيروس كورونا,-1,FALSE,unknown,2,11,4,12,ar
العربية أكثر من نصف مليون وفاة بـ كورونا في أميركا منذ بدء الجائحة,-1,FALSE,Lebanon,0,0,0,0,ar
"هل يمكن للقاح كوفيد 19 أن ينقل لك فيروس كورونا؟لا، الفيروسات الحية المسببة لكوفيد 19 غير مستخدَمة في لقاحات كوفيد 19",1,FALSE,unknown,0,0,12,6,ar
